concessionaria,mes_ano,sentido,praca,tipo_cobranca,categoria_eixo,tipo_de_veiculo,volume_total,arquivo_origem,arquivo_original,linha_hash,mes_ano_raw
AUTOPISTA FERNÃO DIAS,,CRESCENTE,1 SUL (MAIRIPORÃ),AUTOMÁTICA,10.0,COMERCIAL,752.0,volume_de_trafego_por_praca_-_concessionarias_2024_mensal_consolidado.csv,Volume de Tráfego por Praça - Concessionárias 2024 Mensal consolidado,"AUTOPISTA FERNÃO DIAS|01/2024|Crescente|1 Sul (Mairiporã)|Automática|10|Comercial|752,00",01/2024
AUTOPISTA FERNÃO DIAS,,CRESCENTE,1 SUL (MAIRIPORÃ),AUTOMÁTICA,11.0,COMERCIAL,1105.0,volume_de_trafego_por_praca_-_concessionarias_2024_mensal_consolidado.csv,Volume de Tráfego por Praça - Concessionárias 2024 Mensal consolidado,"AUTOPISTA FERNÃO DIAS|01/2024|Crescente|1 Sul (Mairiporã)|Automática|11|Comercial|1105,00",01/2024
AUTOPISTA FERNÃO DIAS,,CRESCENTE,1 SUL (MAIRIPORÃ),AUTOMÁTICA,12.0,COMERCIAL,311.0,volume_de_trafego_por_praca_-_concessionarias_2024_mensal_consolidado.csv,Volume de Tráfego por Praça - Concessionárias 2024 Mensal consolidado,"AUTOPISTA FERNÃO DIAS|01/2024|Crescente|1 Sul (Mairiporã)|Automática|12|Comercial|311,00",01/2024
AUTOPISTA FERNÃO DIAS,,CRESCENTE,1 SUL (MAIRIPORÃ),AUTOMÁTICA,13.0,COMERCIAL,114.0,volume_de_trafego_por_praca_-_concessionarias_2024_mensal_consolidado.csv,Volume de Tráfego por Praça - Concessionárias 2024 Mensal consolidado,"AUTOPISTA FERNÃO DIAS|01/2024|Crescente|1 Sul (Mairiporã)|Automática|13|Comercial|114,00",01/2024
AUTOPISTA FERNÃO DIAS,,CRESCENTE,1 SUL (MAIRIPORÃ),AUTOMÁTICA,14.0,COMERCIAL,22.0,volume_de_trafego_por_praca_-_concessionarias_2024_mensal_consolidado.csv,Volume de Tráfego por Praça - Concessionárias 2024 Mensal consolidado,"AUTOPISTA FERNÃO DIAS|01/2024|Crescente|1 Sul (Mairiporã)|Automática|14|Comercial|22,00",01/2024
AUTOPISTA FERNÃO DIAS,,CRESCENTE,1 SUL (MAIRIPORÃ),AUTOMÁTICA,15.0,COMERCIAL,13.0,volume_de_trafego_por_praca_-_concessionarias_2024_mensal_consolidado.csv,Volume de Tráfego por Praça - Concessionárias 2024 Mensal consolidado,"AUTOPISTA FERNÃO DIAS|01/2024|Crescente|1 Sul (Mairiporã)|Automática|15|Comercial|13,00",01/2024
AUTOPISTA FERNÃO DIAS,,CRESCENTE,1 SUL (MAIRIPORÃ),AUTOMÁTICA,16.0,COMERCIAL,5.0,volume_de_trafego_por_praca_-_concessionarias_2024_mensal_consolidado.csv,Volume de Tráfego por Praça - Concessionárias 2024 Mensal consolidado,"AUTOPISTA FERNÃO DIAS|01/2024|Crescente|1 Sul (Mairiporã)|Automática|16|Comercial|5,00",01/2024
AUTOPISTA FERNÃO DIAS,,CRESCENTE,1 SUL (MAIRIPORÃ),AUTOMÁTICA,18.0,COMERCIAL,1.0,volume_de_trafego_por_praca_-_concessionarias_2024_mensal_consolidado.csv,Volume de Tráfego por Praça - Concessionárias 2024 Mensal consolidado,"AUTOPISTA FERNÃO DIAS|01/2024|Crescente|1 Sul (Mairiporã)|Automática|18|Comercial|1,00",01/2024
AUTOPISTA FERNÃO DIAS,,CRESCENTE,1 SUL (MAIRIPORÃ),AUTOMÁTICA,2.0,COMERCIAL,32366.0,volume_de_trafego_por_praca_-_concessionarias_2024_mensal_consolidado.csv,Volume de Tráfego por Praça - Concessionárias 2024 Mensal consolidado,"AUTOPISTA FERNÃO DIAS|01/2024|Crescente|1 Sul (Mairiporã)|Automática|2|Comercial|32366,00",01/2024
AUTOPISTA FERNÃO DIAS,,CRESCENTE,1 SUL (MAIRIPORÃ),AUTOMÁTICA,2.0,PASSEIO,494274.0,volume_de_trafego_por_praca_-_concessionarias_2024_mensal_consolidado.csv,Volume de Tráfego por Praça - Concessionárias 2024 Mensal consolidado,"AUTOPISTA FERNÃO DIAS|01/2024|Crescente|1 Sul (Mairiporã)|Automática|2|Passeio|494274,00",01/2024
AUTOPISTA FERNÃO DIAS,,CRESCENTE,1 SUL (MAIRIPORÃ),AUTOMÁTICA,20.0,COMERCIAL,28.0,volume_de_trafego_por_praca_-_concessionarias_2024_mensal_consolidado.csv,Volume de Tráfego por Praça - Concessionárias 2024 Mensal consolidado,"AUTOPISTA FERNÃO DIAS|01/2024|Crescente|1 Sul (Mairiporã)|Automática|20|Comercial|28,00",01/2024
AUTOPISTA FERNÃO DIAS,,CRESCENTE,1 SUL (MAIRIPORÃ),AUTOMÁTICA,3.0,COMERCIAL,23147.0,volume_de_trafego_por_praca_-_concessionarias_2024_mensal_consolidado.csv,Volume de Tráfego por Praça - Concessionárias 2024 Mensal consolidado,"AUTOPISTA FERNÃO DIAS|01/2024|Crescente|1 Sul (Mairiporã)|Automática|3|Comercial|23147,00",01/2024
AUTOPISTA FERNÃO DIAS,,CRESCENTE,1 SUL (MAIRIPORÃ),AUTOMÁTICA,3.0,PASSEIO,1295.0,volume_de_trafego_por_praca_-_concessionarias_2024_mensal_consolidado.csv,Volume de Tráfego por Praça - Concessionárias 2024 Mensal consolidado,"AUTOPISTA FERNÃO DIAS|01/2024|Crescente|1 Sul (Mairiporã)|Automática|3|Passeio|1295,00",01/2024
AUTOPISTA FERNÃO DIAS,,CRESCENTE,1 SUL (MAIRIPORÃ),AUTOMÁTICA,4.0,COMERCIAL,11803.0,volume_de_trafego_por_praca_-_concessionarias_2024_mensal_consolidado.csv,Volume de Tráfego por Praça - Concessionárias 2024 Mensal consolidado,"AUTOPISTA FERNÃO DIAS|01/2024|Crescente|1 Sul (Mairiporã)|Automática|4|Comercial|11803,00",01/2024
AUTOPISTA FERNÃO DIAS,,CRESCENTE,1 SUL (MAIRIPORÃ),AUTOMÁTICA,4.0,PASSEIO,140.0,volume_de_trafego_por_praca_-_concessionarias_2024_mensal_consolidado.csv,Volume de Tráfego por Praça - Concessionárias 2024 Mensal consolidado,"AUTOPISTA FERNÃO DIAS|01/2024|Crescente|1 Sul (Mairiporã)|Automática|4|Passeio|140,00",01/2024
AUTOPISTA FERNÃO DIAS,,CRESCENTE,1 SUL (MAIRIPORÃ),AUTOMÁTICA,5.0,COMERCIAL,7947.0,volume_de_trafego_por_praca_-_concessionarias_2024_mensal_consolidado.csv,Volume de Tráfego por Praça - Concessionárias 2024 Mensal consolidado,"AUTOPISTA FERNÃO DIAS|01/2024|Crescente|1 Sul (Mairiporã)|Automática|5|Comercial|7947,00",01/2024
AUTOPISTA FERNÃO DIAS,,CRESCENTE,1 SUL (MAIRIPORÃ),AUTOMÁTICA,6.0,COMERCIAL,18262.0,volume_de_trafego_por_praca_-_concessionarias_2024_mensal_consolidado.csv,Volume de Tráfego por Praça - Concessionárias 2024 Mensal consolidado,"AUTOPISTA FERNÃO DIAS|01/2024|Crescente|1 Sul (Mairiporã)|Automática|6|Comercial|18262,00",01/2024
AUTOPISTA FERNÃO DIAS,,CRESCENTE,1 SUL (MAIRIPORÃ),AUTOMÁTICA,7.0,COMERCIAL,6657.0,volume_de_trafego_por_praca_-_concessionarias_2024_mensal_consolidado.csv,Volume de Tráfego por Praça - Concessionárias 2024 Mensal consolidado,"AUTOPISTA FERNÃO DIAS|01/2024|Crescente|1 Sul (Mairiporã)|Automática|7|Comercial|6657,00",01/2024
AUTOPISTA FERNÃO DIAS,,CRESCENTE,1 SUL (MAIRIPORÃ),AUTOMÁTICA,8.0,COMERCIAL,4300.0,volume_de_trafego_por_praca_-_concessionarias_2024_mensal_consolidado.csv,Volume de Tráfego por Praça - Concessionárias 2024 Mensal consolidado,"AUTOPISTA FERNÃO DIAS|01/2024|Crescente|1 Sul (Mairiporã)|Automática|8|Comercial|4300,00",01/2024
AUTOPISTA FERNÃO DIAS,,CRESCENTE,1 SUL (MAIRIPORÃ),AUTOMÁTICA,9.0,COMERCIAL,5890.0,volume_de_trafego_por_praca_-_concessionarias_2024_mensal_consolidado.csv,Volume de Tráfego por Praça - Concessionárias 2024 Mensal consolidado,"AUTOPISTA FERNÃO DIAS|01/2024|Crescente|1 Sul (Mairiporã)|Automática|9|Comercial|5890,00",01/2024
AUTOPISTA FERNÃO DIAS,,CRESCENTE,1 SUL (MAIRIPORÃ),MANUAL,10.0,COMERCIAL,122.0,volume_de_trafego_por_praca_-_concessionarias_2024_mensal_consolidado.csv,Volume de Tráfego por Praça - Concessionárias 2024 Mensal consolidado,"AUTOPISTA FERNÃO DIAS|01/2024|Crescente|1 Sul (Mairiporã)|Manual|10|Comercial|122,00",01/2024
AUTOPISTA FERNÃO DIAS,,CRESCENTE,1 SUL (MAIRIPORÃ),MANUAL,11.0,COMERCIAL,138.0,volume_de_trafego_por_praca_-_concessionarias_2024_mensal_consolidado.csv,Volume de Tráfego por Praça - Concessionárias 2024 Mensal consolidado,"AUTOPISTA FERNÃO DIAS|01/2024|Crescente|1 Sul (Mairiporã)|Manual|11|Comercial|138,00",01/2024
AUTOPISTA FERNÃO DIAS,,CRESCENTE,1 SUL (MAIRIPORÃ),MANUAL,12.0,COMERCIAL,43.0,volume_de_trafego_por_praca_-_concessionarias_2024_mensal_consolidado.csv,Volume de Tráfego por Praça - Concessionárias 2024 Mensal consolidado,"AUTOPISTA FERNÃO DIAS|01/2024|Crescente|1 Sul (Mairiporã)|Manual|12|Comercial|43,00",01/2024
AUTOPISTA FERNÃO DIAS,,CRESCENTE,1 SUL (MAIRIPORÃ),MANUAL,13.0,COMERCIAL,17.0,volume_de_trafego_por_praca_-_concessionarias_2024_mensal_consolidado.csv,Volume de Tráfego por Praça - Concessionárias 2024 Mensal consolidado,"AUTOPISTA FERNÃO DIAS|01/2024|Crescente|1 Sul (Mairiporã)|Manual|13|Comercial|17,00",01/2024
AUTOPISTA FERNÃO DIAS,,CRESCENTE,1 SUL (MAIRIPORÃ),MANUAL,14.0,COMERCIAL,2.0,volume_de_trafego_por_praca_-_concessionarias_2024_mensal_consolidado.csv,Volume de Tráfego por Praça - Concessionárias 2024 Mensal consolidado,"AUTOPISTA FERNÃO DIAS|01/2024|Crescente|1 Sul (Mairiporã)|Manual|14|Comercial|2,00",01/2024
AUTOPISTA FERNÃO DIAS,,CRESCENTE,1 SUL (MAIRIPORÃ),MANUAL,15.0,COMERCIAL,6.0,volume_de_trafego_por_praca_-_concessionarias_2024_mensal_consolidado.csv,Volume de Tráfego por Praça - Concessionárias 2024 Mensal consolidado,"AUTOPISTA FERNÃO DIAS|01/2024|Crescente|1 Sul (Mairiporã)|Manual|15|Comercial|6,00",01/2024
AUTOPISTA FERNÃO DIAS,,CRESCENTE,1 SUL (MAIRIPORÃ),MANUAL,2.0,COMERCIAL,6993.0,volume_de_trafego_por_praca_-_concessionarias_2024_mensal_consolidado.csv,Volume de Tráfego por Praça - Concessionárias 2024 Mensal consolidado,"AUTOPISTA FERNÃO DIAS|01/2024|Crescente|1 Sul (Mairiporã)|Manual|2|Comercial|6993,00",01/2024
AUTOPISTA FERNÃO DIAS,,CRESCENTE,1 SUL (MAIRIPORÃ),MANUAL,2.0,MOTO,23541.0,volume_de_trafego_por_praca_-_concessionarias_2024_mensal_consolidado.csv,Volume de Tráfego por Praça - Concessionárias 2024 Mensal consolidado,"AUTOPISTA FERNÃO DIAS|01/2024|Crescente|1 Sul (Mairiporã)|Manual|2|Moto|23541,00",01/2024
AUTOPISTA FERNÃO DIAS,,CRESCENTE,1 SUL (MAIRIPORÃ),MANUAL,2.0,PASSEIO,278257.0,volume_de_trafego_por_praca_-_concessionarias_2024_mensal_consolidado.csv,Volume de Tráfego por Praça - Concessionárias 2024 Mensal consolidado,"AUTOPISTA FERNÃO DIAS|01/2024|Crescente|1 Sul (Mairiporã)|Manual|2|Passeio|278257,00",01/2024
AUTOPISTA FERNÃO DIAS,,CRESCENTE,1 SUL (MAIRIPORÃ),MANUAL,20.0,COMERCIAL,8.0,volume_de_trafego_por_praca_-_concessionarias_2024_mensal_consolidado.csv,Volume de Tráfego por Praça - Concessionárias 2024 Mensal consolidado,"AUTOPISTA FERNÃO DIAS|01/2024|Crescente|1 Sul (Mairiporã)|Manual|20|Comercial|8,00",01/2024
AUTOPISTA FERNÃO DIAS,,CRESCENTE,1 SUL (MAIRIPORÃ),MANUAL,3.0,COMERCIAL,4630.0,volume_de_trafego_por_praca_-_concessionarias_2024_mensal_consolidado.csv,Volume de Tráfego por Praça - Concessionárias 2024 Mensal consolidado,"AUTOPISTA FERNÃO DIAS|01/2024|Crescente|1 Sul (Mairiporã)|Manual|3|Comercial|4630,00",01/2024
AUTOPISTA FERNÃO DIAS,,CRESCENTE,1 SUL (MAIRIPORÃ),MANUAL,3.0,PASSEIO,641.0,volume_de_trafego_por_praca_-_concessionarias_2024_mensal_consolidado.csv,Volume de Tráfego por Praça - Concessionárias 2024 Mensal consolidado,"AUTOPISTA FERNÃO DIAS|01/2024|Crescente|1 Sul (Mairiporã)|Manual|3|Passeio|641,00",01/2024
AUTOPISTA FERNÃO DIAS,,CRESCENTE,1 SUL (MAIRIPORÃ),MANUAL,4.0,COMERCIAL,2571.0,volume_de_trafego_por_praca_-_concessionarias_2024_mensal_consolidado.csv,Volume de Tráfego por Praça - Concessionárias 2024 Mensal consolidado,"AUTOPISTA FERNÃO DIAS|01/2024|Crescente|1 Sul (Mairiporã)|Manual|4|Comercial|2571,00",01/2024
AUTOPISTA FERNÃO DIAS,,CRESCENTE,1 SUL (MAIRIPORÃ),MANUAL,4.0,PASSEIO,75.0,volume_de_trafego_por_praca_-_concessionarias_2024_mensal_consolidado.csv,Volume de Tráfego por Praça - Concessionárias 2024 Mensal consolidado,"AUTOPISTA FERNÃO DIAS|01/2024|Crescente|1 Sul (Mairiporã)|Manual|4|Passeio|75,00",01/2024
AUTOPISTA FERNÃO DIAS,,CRESCENTE,1 SUL (MAIRIPORÃ),MANUAL,5.0,COMERCIAL,1667.0,volume_de_trafego_por_praca_-_concessionarias_2024_mensal_consolidado.csv,Volume de Tráfego por Praça - Concessionárias 2024 Mensal consolidado,"AUTOPISTA FERNÃO DIAS|01/2024|Crescente|1 Sul (Mairiporã)|Manual|5|Comercial|1667,00",01/2024
AUTOPISTA FERNÃO DIAS,,CRESCENTE,1 SUL (MAIRIPORÃ),MANUAL,6.0,COMERCIAL,3242.0,volume_de_trafego_por_praca_-_concessionarias_2024_mensal_consolidado.csv,Volume de Tráfego por Praça - Concessionárias 2024 Mensal consolidado,"AUTOPISTA FERNÃO DIAS|01/2024|Crescente|1 Sul (Mairiporã)|Manual|6|Comercial|3242,00",01/2024
AUTOPISTA FERNÃO DIAS,,CRESCENTE,1 SUL (MAIRIPORÃ),MANUAL,7.0,COMERCIAL,1073.0,volume_de_trafego_por_praca_-_concessionarias_2024_mensal_consolidado.csv,Volume de Tráfego por Praça - Concessionárias 2024 Mensal consolidado,"AUTOPISTA FERNÃO DIAS|01/2024|Crescente|1 Sul (Mairiporã)|Manual|7|Comercial|1073,00",01/2024
AUTOPISTA FERNÃO DIAS,,CRESCENTE,1 SUL (MAIRIPORÃ),MANUAL,8.0,COMERCIAL,916.0,volume_de_trafego_por_praca_-_concessionarias_2024_mensal_consolidado.csv,Volume de Tráfego por Praça - Concessionárias 2024 Mensal consolidado,"AUTOPISTA FERNÃO DIAS|01/2024|Crescente|1 Sul (Mairiporã)|Manual|8|Comercial|916,00",01/2024
AUTOPISTA FERNÃO DIAS,,CRESCENTE,1 SUL (MAIRIPORÃ),MANUAL,9.0,COMERCIAL,979.0,volume_de_trafego_por_praca_-_concessionarias_2024_mensal_consolidado.csv,Volume de Tráfego por Praça - Concessionárias 2024 Mensal consolidado,"AUTOPISTA FERNÃO DIAS|01/2024|Crescente|1 Sul (Mairiporã)|Manual|9|Comercial|979,00",01/2024
AUTOPISTA FERNÃO DIAS,,CRESCENTE,1 SUL (MAIRIPORÃ),OCR/PLACA,10.0,COMERCIAL,13.0,volume_de_trafego_por_praca_-_concessionarias_2024_mensal_consolidado.csv,Volume de Tráfego por Praça - Concessionárias 2024 Mensal consolidado,"AUTOPISTA FERNÃO DIAS|01/2024|Crescente|1 Sul (Mairiporã)|OCR/PLACA|10|Comercial|13,00",01/2024
AUTOPISTA FERNÃO DIAS,,CRESCENTE,1 SUL (MAIRIPORÃ),OCR/PLACA,11.0,COMERCIAL,10.0,volume_de_trafego_por_praca_-_concessionarias_2024_mensal_consolidado.csv,Volume de Tráfego por Praça - Concessionárias 2024 Mensal consolidado,"AUTOPISTA FERNÃO DIAS|01/2024|Crescente|1 Sul (Mairiporã)|OCR/PLACA|11|Comercial|10,00",01/2024
AUTOPISTA FERNÃO DIAS,,CRESCENTE,1 SUL (MAIRIPORÃ),OCR/PLACA,12.0,COMERCIAL,1.0,volume_de_trafego_por_praca_-_concessionarias_2024_mensal_consolidado.csv,Volume de Tráfego por Praça - Concessionárias 2024 Mensal consolidado,"AUTOPISTA FERNÃO DIAS|01/2024|Crescente|1 Sul (Mairiporã)|OCR/PLACA|12|Comercial|1,00",01/2024
AUTOPISTA FERNÃO DIAS,,CRESCENTE,1 SUL (MAIRIPORÃ),OCR/PLACA,2.0,COMERCIAL,2179.0,volume_de_trafego_por_praca_-_concessionarias_2024_mensal_consolidado.csv,Volume de Tráfego por Praça - Concessionárias 2024 Mensal consolidado,"AUTOPISTA FERNÃO DIAS|01/2024|Crescente|1 Sul (Mairiporã)|OCR/PLACA|2|Comercial|2179,00",01/2024
AUTOPISTA FERNÃO DIAS,,CRESCENTE,1 SUL (MAIRIPORÃ),OCR/PLACA,2.0,PASSEIO,33035.0,volume_de_trafego_por_praca_-_concessionarias_2024_mensal_consolidado.csv,Volume de Tráfego por Praça - Concessionárias 2024 Mensal consolidado,"AUTOPISTA FERNÃO DIAS|01/2024|Crescente|1 Sul (Mairiporã)|OCR/PLACA|2|Passeio|33035,00",01/2024
AUTOPISTA FERNÃO DIAS,,CRESCENTE,1 SUL (MAIRIPORÃ),OCR/PLACA,3.0,COMERCIAL,1027.0,volume_de_trafego_por_praca_-_concessionarias_2024_mensal_consolidado.csv,Volume de Tráfego por Praça - Concessionárias 2024 Mensal consolidado,"AUTOPISTA FERNÃO DIAS|01/2024|Crescente|1 Sul (Mairiporã)|OCR/PLACA|3|Comercial|1027,00",01/2024
AUTOPISTA FERNÃO DIAS,,CRESCENTE,1 SUL (MAIRIPORÃ),OCR/PLACA,3.0,PASSEIO,110.0,volume_de_trafego_por_praca_-_concessionarias_2024_mensal_consolidado.csv,Volume de Tráfego por Praça - Concessionárias 2024 Mensal consolidado,"AUTOPISTA FERNÃO DIAS|01/2024|Crescente|1 Sul (Mairiporã)|OCR/PLACA|3|Passeio|110,00",01/2024
AUTOPISTA FERNÃO DIAS,,CRESCENTE,1 SUL (MAIRIPORÃ),OCR/PLACA,4.0,COMERCIAL,508.0,volume_de_trafego_por_praca_-_concessionarias_2024_mensal_consolidado.csv,Volume de Tráfego por Praça - Concessionárias 2024 Mensal consolidado,"AUTOPISTA FERNÃO DIAS|01/2024|Crescente|1 Sul (Mairiporã)|OCR/PLACA|4|Comercial|508,00",01/2024
AUTOPISTA FERNÃO DIAS,,CRESCENTE,1 SUL (MAIRIPORÃ),OCR/PLACA,4.0,PASSEIO,10.0,volume_de_trafego_por_praca_-_concessionarias_2024_mensal_consolidado.csv,Volume de Tráfego por Praça - Concessionárias 2024 Mensal consolidado,"AUTOPISTA FERNÃO DIAS|01/2024|Crescente|1 Sul (Mairiporã)|OCR/PLACA|4|Passeio|10,00",01/2024
AUTOPISTA FERNÃO DIAS,,CRESCENTE,1 SUL (MAIRIPORÃ),OCR/PLACA,5.0,COMERCIAL,139.0,volume_de_trafego_por_praca_-_concessionarias_2024_mensal_consolidado.csv,Volume de Tráfego por Praça - Concessionárias 2024 Mensal consolidado,"AUTOPISTA FERNÃO DIAS|01/2024|Crescente|1 Sul (Mairiporã)|OCR/PLACA|5|Comercial|139,00",01/2024
AUTOPISTA FERNÃO DIAS,,CRESCENTE,1 SUL (MAIRIPORÃ),OCR/PLACA,6.0,COMERCIAL,343.0,volume_de_trafego_por_praca_-_concessionarias_2024_mensal_consolidado.csv,Volume de Tráfego por Praça - Concessionárias 2024 Mensal consolidado,"AUTOPISTA FERNÃO DIAS|01/2024|Crescente|1 Sul (Mairiporã)|OCR/PLACA|6|Comercial|343,00",01/2024
AUTOPISTA FERNÃO DIAS,,CRESCENTE,1 SUL (MAIRIPORÃ),OCR/PLACA,7.0,COMERCIAL,109.0,volume_de_trafego_por_praca_-_concessionarias_2024_mensal_consolidado.csv,Volume de Tráfego por Praça - Concessionárias 2024 Mensal consolidado,"AUTOPISTA FERNÃO DIAS|01/2024|Crescente|1 Sul (Mairiporã)|OCR/PLACA|7|Comercial|109,00",01/2024
AUTOPISTA FERNÃO DIAS,,CRESCENTE,1 SUL (MAIRIPORÃ),OCR/PLACA,8.0,COMERCIAL,87.0,volume_de_trafego_por_praca_-_concessionarias_2024_mensal_consolidado.csv,Volume de Tráfego por Praça - Concessionárias 2024 Mensal consolidado,"AUTOPISTA FERNÃO DIAS|01/2024|Crescente|1 Sul (Mairiporã)|OCR/PLACA|8|Comercial|87,00",01/2024
AUTOPISTA FERNÃO DIAS,,CRESCENTE,1 SUL (MAIRIPORÃ),OCR/PLACA,9.0,COMERCIAL,67.0,volume_de_trafego_por_praca_-_concessionarias_2024_mensal_consolidado.csv,Volume de Tráfego por Praça - Concessionárias 2024 Mensal consolidado,"AUTOPISTA FERNÃO DIAS|01/2024|Crescente|1 Sul (Mairiporã)|OCR/PLACA|9|Comercial|67,00",01/2024
AUTOPISTA FERNÃO DIAS,,CRESCENTE,2 (VARGEM),AUTOMÁTICA,10.0,COMERCIAL,969.0,volume_de_trafego_por_praca_-_concessionarias_2024_mensal_consolidado.csv,Volume de Tráfego por Praça - Concessionárias 2024 Mensal consolidado,"AUTOPISTA FERNÃO DIAS|01/2024|Crescente|2 (Vargem)|Automática|10|Comercial|969,00",01/2024
AUTOPISTA FERNÃO DIAS,,CRESCENTE,2 (VARGEM),AUTOMÁTICA,11.0,COMERCIAL,2401.0,volume_de_trafego_por_praca_-_concessionarias_2024_mensal_consolidado.csv,Volume de Tráfego por Praça - Concessionárias 2024 Mensal consolidado,"AUTOPISTA FERNÃO DIAS|01/2024|Crescente|2 (Vargem)|Automática|11|Comercial|2401,00",01/2024
AUTOPISTA FERNÃO DIAS,,CRESCENTE,2 (VARGEM),AUTOMÁTICA,12.0,COMERCIAL,772.0,volume_de_trafego_por_praca_-_concessionarias_2024_mensal_consolidado.csv,Volume de Tráfego por Praça - Concessionárias 2024 Mensal consolidado,"AUTOPISTA FERNÃO DIAS|01/2024|Crescente|2 (Vargem)|Automática|12|Comercial|772,00",01/2024
AUTOPISTA FERNÃO DIAS,,CRESCENTE,2 (VARGEM),AUTOMÁTICA,13.0,COMERCIAL,217.0,volume_de_trafego_por_praca_-_concessionarias_2024_mensal_consolidado.csv,Volume de Tráfego por Praça - Concessionárias 2024 Mensal consolidado,"AUTOPISTA FERNÃO DIAS|01/2024|Crescente|2 (Vargem)|Automática|13|Comercial|217,00",01/2024
AUTOPISTA FERNÃO DIAS,,CRESCENTE,2 (VARGEM),AUTOMÁTICA,14.0,COMERCIAL,39.0,volume_de_trafego_por_praca_-_concessionarias_2024_mensal_consolidado.csv,Volume de Tráfego por Praça - Concessionárias 2024 Mensal consolidado,"AUTOPISTA FERNÃO DIAS|01/2024|Crescente|2 (Vargem)|Automática|14|Comercial|39,00",01/2024
AUTOPISTA FERNÃO DIAS,,CRESCENTE,2 (VARGEM),AUTOMÁTICA,15.0,COMERCIAL,25.0,volume_de_trafego_por_praca_-_concessionarias_2024_mensal_consolidado.csv,Volume de Tráfego por Praça - Concessionárias 2024 Mensal consolidado,"AUTOPISTA FERNÃO DIAS|01/2024|Crescente|2 (Vargem)|Automática|15|Comercial|25,00",01/2024
AUTOPISTA FERNÃO DIAS,,CRESCENTE,2 (VARGEM),AUTOMÁTICA,16.0,COMERCIAL,13.0,volume_de_trafego_por_praca_-_concessionarias_2024_mensal_consolidado.csv,Volume de Tráfego por Praça - Concessionárias 2024 Mensal consolidado,"AUTOPISTA FERNÃO DIAS|01/2024|Crescente|2 (Vargem)|Automática|16|Comercial|13,00",01/2024
AUTOPISTA FERNÃO DIAS,,CRESCENTE,2 (VARGEM),AUTOMÁTICA,19.0,COMERCIAL,2.0,volume_de_trafego_por_praca_-_concessionarias_2024_mensal_consolidado.csv,Volume de Tráfego por Praça - Concessionárias 2024 Mensal consolidado,"AUTOPISTA FERNÃO DIAS|01/2024|Crescente|2 (Vargem)|Automática|19|Comercial|2,00",01/2024
AUTOPISTA FERNÃO DIAS,,CRESCENTE,2 (VARGEM),AUTOMÁTICA,2.0,COMERCIAL,22808.0,volume_de_trafego_por_praca_-_concessionarias_2024_mensal_consolidado.csv,Volume de Tráfego por Praça - Concessionárias 2024 Mensal consolidado,"AUTOPISTA FERNÃO DIAS|01/2024|Crescente|2 (Vargem)|Automática|2|Comercial|22808,00",01/2024
AUTOPISTA FERNÃO DIAS,,CRESCENTE,2 (VARGEM),AUTOMÁTICA,2.0,MOTO,4.0,volume_de_trafego_por_praca_-_concessionarias_2024_mensal_consolidado.csv,Volume de Tráfego por Praça - Concessionárias 2024 Mensal consolidado,"AUTOPISTA FERNÃO DIAS|01/2024|Crescente|2 (Vargem)|Automática|2|Moto|4,00",01/2024
AUTOPISTA FERNÃO DIAS,,CRESCENTE,2 (VARGEM),AUTOMÁTICA,2.0,PASSEIO,227330.0,volume_de_trafego_por_praca_-_concessionarias_2024_mensal_consolidado.csv,Volume de Tráfego por Praça - Concessionárias 2024 Mensal consolidado,"AUTOPISTA FERNÃO DIAS|01/2024|Crescente|2 (Vargem)|Automática|2|Passeio|227330,00",01/2024
AUTOPISTA FERNÃO DIAS,,CRESCENTE,2 (VARGEM),AUTOMÁTICA,20.0,COMERCIAL,21.0,volume_de_trafego_por_praca_-_concessionarias_2024_mensal_consolidado.csv,Volume de Tráfego por Praça - Concessionárias 2024 Mensal consolidado,"AUTOPISTA FERNÃO DIAS|01/2024|Crescente|2 (Vargem)|Automática|20|Comercial|21,00",01/2024
AUTOPISTA FERNÃO DIAS,,CRESCENTE,2 (VARGEM),AUTOMÁTICA,3.0,COMERCIAL,19378.0,volume_de_trafego_por_praca_-_concessionarias_2024_mensal_consolidado.csv,Volume de Tráfego por Praça - Concessionárias 2024 Mensal consolidado,"AUTOPISTA FERNÃO DIAS|01/2024|Crescente|2 (Vargem)|Automática|3|Comercial|19378,00",01/2024
AUTOPISTA FERNÃO DIAS,,CRESCENTE,2 (VARGEM),AUTOMÁTICA,3.0,PASSEIO,1019.0,volume_de_trafego_por_praca_-_concessionarias_2024_mensal_consolidado.csv,Volume de Tráfego por Praça - Concessionárias 2024 Mensal consolidado,"AUTOPISTA FERNÃO DIAS|01/2024|Crescente|2 (Vargem)|Automática|3|Passeio|1019,00",01/2024
AUTOPISTA FERNÃO DIAS,,CRESCENTE,2 (VARGEM),AUTOMÁTICA,4.0,COMERCIAL,12499.0,volume_de_trafego_por_praca_-_concessionarias_2024_mensal_consolidado.csv,Volume de Tráfego por Praça - Concessionárias 2024 Mensal consolidado,"AUTOPISTA FERNÃO DIAS|01/2024|Crescente|2 (Vargem)|Automática|4|Comercial|12499,00",01/2024
