concessionaria,mes_ano,sentido,praca,tipo_cobranca,categoria_eixo,tipo_de_veiculo,volume_total,arquivo_origem
CONCEBRA,01/02/2021,Crescente,P2 GOIANÁPOLIS,N/I,Veículo Comercial 8 eixos,Comercial,"9,00",Volume_de_Tráfego_por_Praça_-_Concessionárias_2021.csv
CONCEBRA,01/02/2021,Crescente,P2 GOIANÁPOLIS,N/I,Veículo Comercial 8 eixos,Comercial,"6,00",Volume_de_Tráfego_por_Praça_-_Concessionárias_2021.csv
CONCEBRA,01/02/2021,Crescente,P2 GOIANÁPOLIS,N/I,Veículo Comercial 8 eixos,Comercial,"5,00",Volume_de_Tráfego_por_Praça_-_Concessionárias_2021.csv
CONCEBRA,01/02/2021,Crescente,P2 GOIANÁPOLIS,N/I,Veículo Comercial 8 eixos,Comercial,"6,00",Volume_de_Tráfego_por_Praça_-_Concessionárias_2021.csv
CONCEBRA,01/02/2021,Crescente,P2 GOIANÁPOLIS,N/I,Veículo Comercial 8 eixos,Comercial,"13,00",Volume_de_Tráfego_por_Praça_-_Concessionárias_2021.csv
CONCEBRA,01/02/2021,Crescente,P2 GOIANÁPOLIS,N/I,Veículo Comercial 8 eixos,Comercial,"15,00",Volume_de_Tráfego_por_Praça_-_Concessionárias_2021.csv
CONCEBRA,01/02/2021,Crescente,P2 GOIANÁPOLIS,N/I,Veículo Comercial 8 eixos,Comercial,"6,00",Volume_de_Tráfego_por_Praça_-_Concessionárias_2021.csv
CONCEBRA,01/02/2021,Crescente,P2 GOIANÁPOLIS,N/I,Veículo Comercial 9 eixos,Comercial,"105,00",Volume_de_Tráfego_por_Praça_-_Concessionárias_2021.csv
CONCEBRA,01/02/2021,Crescente,P2 GOIANÁPOLIS,N/I,Veículo Comercial 9 eixos,Comercial,"105,00",Volume_de_Tráfego_por_Praça_-_Concessionárias_2021.csv
CONCEBRA,01/02/2021,Crescente,P2 GOIANÁPOLIS,N/I,Veículo Comercial 9 eixos,Comercial,"132,00",Volume_de_Tráfego_por_Praça_-_Concessionárias_2021.csv
CONCEBRA,01/02/2021,Crescente,P2 GOIANÁPOLIS,N/I,Veículo Comercial Acima 10 eixos,Comercial,"1,00",Volume_de_Tráfego_por_Praça_-_Concessionárias_2021.csv
CONCEBRA,01/02/2021,Crescente,P2 GOIANÁPOLIS,N/I,Veículo Comercial Acima 10 eixos,Comercial,"1,00",Volume_de_Tráfego_por_Praça_-_Concessionárias_2021.csv
CONCEBRA,01/02/2021,Crescente,P2 GOIANÁPOLIS,N/I,Veículo Comercial Acima 10 eixos,Comercial,"2,00",Volume_de_Tráfego_por_Praça_-_Concessionárias_2021.csv
CONCEBRA,01/02/2021,Crescente,P2 GOIANÁPOLIS,N/I,Veículo Comercial Acima 10 eixos,Comercial,"3,00",Volume_de_Tráfego_por_Praça_-_Concessionárias_2021.csv
CONCEBRA,01/02/2021,Crescente,P2 GOIANÁPOLIS,N/I,Veículo Comercial Acima 10 eixos,Comercial,"1,00",Volume_de_Tráfego_por_Praça_-_Concessionárias_2021.csv
CONCEBRA,01/02/2021,Crescente,P2 GOIANÁPOLIS,N/I,Veículo Comercial Acima 10 eixos,Comercial,"1,00",Volume_de_Tráfego_por_Praça_-_Concessionárias_2021.csv
CONCEBRA,01/02/2021,Crescente,P2 GOIANÁPOLIS,N/I,Veículo Comercial Acima 10 eixos,Comercial,"1,00",Volume_de_Tráfego_por_Praça_-_Concessionárias_2021.csv
CONCEBRA,01/02/2021,Crescente,P2 GOIANÁPOLIS,N/I,Veículo Comercial Acima 10 eixos,Comercial,"3,00",Volume_de_Tráfego_por_Praça_-_Concessionárias_2021.csv
CONCEBRA,01/02/2021,Crescente,P2 GOIANÁPOLIS,N/I,Veículo Comercial Acima 10 eixos,Comercial,"1,00",Volume_de_Tráfego_por_Praça_-_Concessionárias_2021.csv
CONCEBRA,01/02/2021,Crescente,P2 GOIANÁPOLIS,N/I,Veículo Comercial Acima 10 eixos,Comercial,"2,00",Volume_de_Tráfego_por_Praça_-_Concessionárias_2021.csv
CONCEBRA,01/02/2021,Crescente,P2 GOIANÁPOLIS,N/I,Veículo Comercial Acima 10 eixos,Comercial,"4,00",Volume_de_Tráfego_por_Praça_-_Concessionárias_2021.csv
CONCEBRA,01/02/2021,Crescente,P2 GOIANÁPOLIS,N/I,Veículo Comercial Acima 10 eixos,Comercial,"3,00",Volume_de_Tráfego_por_Praça_-_Concessionárias_2021.csv
CONCEBRA,01/02/2021,Crescente,P2 GOIANÁPOLIS,N/I,Veículo Passeio 3 eixos,Passeio,"138,00",Volume_de_Tráfego_por_Praça_-_Concessionárias_2021.csv
CONCEBRA,01/02/2021,Crescente,P2 GOIANÁPOLIS,N/I,Veículo Passeio 3 eixos,Passeio,"174,00",Volume_de_Tráfego_por_Praça_-_Concessionárias_2021.csv
CONCEBRA,01/02/2021,Crescente,P2 GOIANÁPOLIS,N/I,Veículo Passeio 3 eixos,Passeio,"145,00",Volume_de_Tráfego_por_Praça_-_Concessionárias_2021.csv
CONCEBRA,01/02/2021,Crescente,P2 GOIANÁPOLIS,N/I,Veículo Passeio 3 eixos,Passeio,"147,00",Volume_de_Tráfego_por_Praça_-_Concessionárias_2021.csv
CONCEBRA,01/02/2021,Crescente,P2 GOIANÁPOLIS,N/I,Veículo Passeio 3 eixos,Passeio,"126,00",Volume_de_Tráfego_por_Praça_-_Concessionárias_2021.csv
CONCEBRA,01/02/2021,Crescente,P2 GOIANÁPOLIS,N/I,Veículo Passeio 3 eixos,Passeio,"171,00",Volume_de_Tráfego_por_Praça_-_Concessionárias_2021.csv
CONCEBRA,01/02/2021,Crescente,P2 GOIANÁPOLIS,N/I,Veículo Passeio 4 eixos,Passeio,"15,00",Volume_de_Tráfego_por_Praça_-_Concessionárias_2021.csv
CONCEBRA,01/02/2021,Crescente,P2 GOIANÁPOLIS,N/I,Veículo Passeio 4 eixos,Passeio,"11,00",Volume_de_Tráfego_por_Praça_-_Concessionárias_2021.csv
CONCEBRA,01/02/2021,Crescente,P2 GOIANÁPOLIS,N/I,Veículo Passeio 4 eixos,Passeio,"12,00",Volume_de_Tráfego_por_Praça_-_Concessionárias_2021.csv
CONCEBRA,01/02/2021,Crescente,P2 GOIANÁPOLIS,N/I,Veículo Passeio 4 eixos,Passeio,"16,00",Volume_de_Tráfego_por_Praça_-_Concessionárias_2021.csv
CONCEBRA,01/02/2021,Crescente,P2 GOIANÁPOLIS,N/I,Veículo Passeio 4 eixos,Passeio,"19,00",Volume_de_Tráfego_por_Praça_-_Concessionárias_2021.csv
CONCEBRA,01/02/2021,Crescente,P2 GOIANÁPOLIS,N/I,Veículo Passeio 4 eixos,Passeio,"17,00",Volume_de_Tráfego_por_Praça_-_Concessionárias_2021.csv
CONCEBRA,01/02/2021,Crescente,P2 GOIANÁPOLIS,N/I,Veículo Passeio 4 eixos,Passeio,"17,00",Volume_de_Tráfego_por_Praça_-_Concessionárias_2021.csv
CONCEBRA,01/02/2021,Crescente,P2 GOIANÁPOLIS,N/I,Veículo Passeio 4 eixos,Passeio,"14,00",Volume_de_Tráfego_por_Praça_-_Concessionárias_2021.csv
CONCEBRA,01/02/2021,Crescente,P2 GOIANÁPOLIS,N/I,Veículo Passeio 4 eixos,Passeio,"15,00",Volume_de_Tráfego_por_Praça_-_Concessionárias_2021.csv
CONCEBRA,01/02/2021,Crescente,P2 GOIANÁPOLIS,N/I,Veículo Passeio 4 eixos,Passeio,"16,00",Volume_de_Tráfego_por_Praça_-_Concessionárias_2021.csv
CONCEBRA,01/02/2021,Crescente,P2 GOIANÁPOLIS,N/I,Veículo Passeio 4 eixos,Passeio,"14,00",Volume_de_Tráfego_por_Praça_-_Concessionárias_2021.csv
CONCEBRA,01/02/2021,Crescente,P2 GOIANÁPOLIS,N/I,Veículo Passeio 4 eixos,Passeio,"14,00",Volume_de_Tráfego_por_Praça_-_Concessionárias_2021.csv
CONCEBRA,01/02/2021,Crescente,P2 GOIANÁPOLIS,N/I,Veículo Passeio 4 eixos,Passeio,"9,00",Volume_de_Tráfego_por_Praça_-_Concessionárias_2021.csv
CONCEBRA,01/02/2021,Crescente,P2 GOIANÁPOLIS,N/I,Veículo Passeio 4 eixos,Passeio,"12,00",Volume_de_Tráfego_por_Praça_-_Concessionárias_2021.csv
CONCEBRA,01/02/2021,Crescente,P3 PROF JAMIL,N/I,Moto,Moto,"101,00",Volume_de_Tráfego_por_Praça_-_Concessionárias_2021.csv
CONCEBRA,01/02/2021,Crescente,P3 PROF JAMIL,N/I,Moto,Moto,"64,00",Volume_de_Tráfego_por_Praça_-_Concessionárias_2021.csv
CONCEBRA,01/02/2021,Crescente,P3 PROF JAMIL,N/I,Moto,Moto,"69,00",Volume_de_Tráfego_por_Praça_-_Concessionárias_2021.csv
CONCEBRA,01/02/2021,Crescente,P3 PROF JAMIL,N/I,Moto,Moto,"62,00",Volume_de_Tráfego_por_Praça_-_Concessionárias_2021.csv
CONCEBRA,01/02/2021,Crescente,P3 PROF JAMIL,N/I,Moto,Moto,"62,00",Volume_de_Tráfego_por_Praça_-_Concessionárias_2021.csv
CONCEBRA,01/02/2021,Crescente,P3 PROF JAMIL,N/I,Moto,Moto,"81,00",Volume_de_Tráfego_por_Praça_-_Concessionárias_2021.csv
CONCEBRA,01/02/2021,Crescente,P3 PROF JAMIL,N/I,Moto,Moto,"61,00",Volume_de_Tráfego_por_Praça_-_Concessionárias_2021.csv
CONCEBRA,01/02/2021,Crescente,P3 PROF JAMIL,N/I,Moto,Moto,"67,00",Volume_de_Tráfego_por_Praça_-_Concessionárias_2021.csv
CONCEBRA,01/02/2021,Crescente,P3 PROF JAMIL,N/I,Moto,Moto,"63,00",Volume_de_Tráfego_por_Praça_-_Concessionárias_2021.csv
CONCEBRA,01/02/2021,Crescente,P3 PROF JAMIL,N/I,Veículo Comercial 2 eixos,Comercial,"684,00",Volume_de_Tráfego_por_Praça_-_Concessionárias_2021.csv
CONCEBRA,01/02/2021,Crescente,P3 PROF JAMIL,N/I,Veículo Comercial 3 eixos,Comercial,"553,00",Volume_de_Tráfego_por_Praça_-_Concessionárias_2021.csv
CONCEBRA,01/02/2021,Crescente,P3 PROF JAMIL,N/I,Veículo Comercial 3 eixos,Comercial,"571,00",Volume_de_Tráfego_por_Praça_-_Concessionárias_2021.csv
CONCEBRA,01/02/2021,Crescente,P3 PROF JAMIL,N/I,Veículo Comercial 4 eixos,Comercial,"575,00",Volume_de_Tráfego_por_Praça_-_Concessionárias_2021.csv
CONCEBRA,01/02/2021,Crescente,P3 PROF JAMIL,N/I,Veículo Comercial 5 eixos,Comercial,"277,00",Volume_de_Tráfego_por_Praça_-_Concessionárias_2021.csv
CONCEBRA,01/02/2021,Crescente,P3 PROF JAMIL,N/I,Veículo Comercial 5 eixos,Comercial,"301,00",Volume_de_Tráfego_por_Praça_-_Concessionárias_2021.csv
CONCEBRA,01/02/2021,Crescente,P3 PROF JAMIL,N/I,Veículo Comercial 5 eixos,Comercial,"293,00",Volume_de_Tráfego_por_Praça_-_Concessionárias_2021.csv
CONCEBRA,01/02/2021,Crescente,P3 PROF JAMIL,N/I,Veículo Comercial 7 eixos,Comercial,"90,00",Volume_de_Tráfego_por_Praça_-_Concessionárias_2021.csv
CONCEBRA,01/02/2021,Crescente,P3 PROF JAMIL,N/I,Veículo Comercial 7 eixos,Comercial,"156,00",Volume_de_Tráfego_por_Praça_-_Concessionárias_2021.csv
CONCEBRA,01/02/2021,Crescente,P3 PROF JAMIL,N/I,Veículo Comercial 7 eixos,Comercial,"130,00",Volume_de_Tráfego_por_Praça_-_Concessionárias_2021.csv
CONCEBRA,01/02/2021,Crescente,P3 PROF JAMIL,N/I,Veículo Comercial 7 eixos,Comercial,"139,00",Volume_de_Tráfego_por_Praça_-_Concessionárias_2021.csv
CONCEBRA,01/02/2021,Crescente,P3 PROF JAMIL,N/I,Veículo Comercial 8 eixos,Comercial,"4,00",Volume_de_Tráfego_por_Praça_-_Concessionárias_2021.csv
CONCEBRA,01/02/2021,Crescente,P3 PROF JAMIL,N/I,Veículo Comercial 8 eixos,Comercial,"8,00",Volume_de_Tráfego_por_Praça_-_Concessionárias_2021.csv
CONCEBRA,01/02/2021,Crescente,P3 PROF JAMIL,N/I,Veículo Comercial 8 eixos,Comercial,"5,00",Volume_de_Tráfego_por_Praça_-_Concessionárias_2021.csv
CONCEBRA,01/02/2021,Crescente,P3 PROF JAMIL,N/I,Veículo Comercial 8 eixos,Comercial,"4,00",Volume_de_Tráfego_por_Praça_-_Concessionárias_2021.csv
CONCEBRA,01/02/2021,Crescente,P3 PROF JAMIL,N/I,Veículo Comercial 8 eixos,Comercial,"4,00",Volume_de_Tráfego_por_Praça_-_Concessionárias_2021.csv
CONCEBRA,01/02/2021,Crescente,P3 PROF JAMIL,N/I,Veículo Comercial 8 eixos,Comercial,"5,00",Volume_de_Tráfego_por_Praça_-_Concessionárias_2021.csv
CONCEBRA,01/02/2021,Crescente,P3 PROF JAMIL,N/I,Veículo Comercial 8 eixos,Comercial,"9,00",Volume_de_Tráfego_por_Praça_-_Concessionárias_2021.csv
CONCEBRA,01/02/2021,Crescente,P3 PROF JAMIL,N/I,Veículo Comercial 8 eixos,Comercial,"7,00",Volume_de_Tráfego_por_Praça_-_Concessionárias_2021.csv
CONCEBRA,01/02/2021,Crescente,P3 PROF JAMIL,N/I,Veículo Comercial 8 eixos,Comercial,"5,00",Volume_de_Tráfego_por_Praça_-_Concessionárias_2021.csv
CONCEBRA,01/02/2021,Crescente,P3 PROF JAMIL,N/I,Veículo Comercial 8 eixos,Comercial,"5,00",Volume_de_Tráfego_por_Praça_-_Concessionárias_2021.csv
CONCEBRA,01/02/2021,Crescente,P3 PROF JAMIL,N/I,Veículo Comercial 8 eixos,Comercial,"3,00",Volume_de_Tráfego_por_Praça_-_Concessionárias_2021.csv
CONCEBRA,01/02/2021,Crescente,P3 PROF JAMIL,N/I,Veículo Comercial 8 eixos,Comercial,"4,00",Volume_de_Tráfego_por_Praça_-_Concessionárias_2021.csv
CONCEBRA,01/02/2021,Crescente,P3 PROF JAMIL,N/I,Veículo Comercial 8 eixos,Comercial,"6,00",Volume_de_Tráfego_por_Praça_-_Concessionárias_2021.csv
CONCEBRA,01/02/2021,Crescente,P3 PROF JAMIL,N/I,Veículo Comercial 8 eixos,Comercial,"4,00",Volume_de_Tráfego_por_Praça_-_Concessionárias_2021.csv
CONCEBRA,01/02/2021,Crescente,P3 PROF JAMIL,N/I,Veículo Comercial 8 eixos,Comercial,"11,00",Volume_de_Tráfego_por_Praça_-_Concessionárias_2021.csv
CONCEBRA,01/02/2021,Crescente,P3 PROF JAMIL,N/I,Veículo Comercial 8 eixos,Comercial,"7,00",Volume_de_Tráfego_por_Praça_-_Concessionárias_2021.csv
CONCEBRA,01/02/2021,Crescente,P3 PROF JAMIL,N/I,Veículo Comercial 8 eixos,Comercial,"7,00",Volume_de_Tráfego_por_Praça_-_Concessionárias_2021.csv
CONCEBRA,01/02/2021,Crescente,P3 PROF JAMIL,N/I,Veículo Comercial 8 eixos,Comercial,"3,00",Volume_de_Tráfego_por_Praça_-_Concessionárias_2021.csv
CONCEBRA,01/02/2021,Crescente,P3 PROF JAMIL,N/I,Veículo Comercial 8 eixos,Comercial,"8,00",Volume_de_Tráfego_por_Praça_-_Concessionárias_2021.csv
CONCEBRA,01/02/2021,Crescente,P3 PROF JAMIL,N/I,Veículo Comercial 9 eixos,Comercial,"87,00",Volume_de_Tráfego_por_Praça_-_Concessionárias_2021.csv
CONCEBRA,01/02/2021,Crescente,P3 PROF JAMIL,N/I,Veículo Comercial 9 eixos,Comercial,"77,00",Volume_de_Tráfego_por_Praça_-_Concessionárias_2021.csv
CONCEBRA,01/02/2021,Crescente,P3 PROF JAMIL,N/I,Veículo Comercial 9 eixos,Comercial,"76,00",Volume_de_Tráfego_por_Praça_-_Concessionárias_2021.csv
CONCEBRA,01/02/2021,Crescente,P3 PROF JAMIL,N/I,Veículo Comercial 9 eixos,Comercial,"76,00",Volume_de_Tráfego_por_Praça_-_Concessionárias_2021.csv
CONCEBRA,01/02/2021,Crescente,P3 PROF JAMIL,N/I,Veículo Comercial 9 eixos,Comercial,"82,00",Volume_de_Tráfego_por_Praça_-_Concessionárias_2021.csv
CONCEBRA,01/02/2021,Crescente,P3 PROF JAMIL,N/I,Veículo Comercial Acima 10 eixos,Comercial,"1,00",Volume_de_Tráfego_por_Praça_-_Concessionárias_2021.csv
CONCEBRA,01/02/2021,Crescente,P3 PROF JAMIL,N/I,Veículo Passeio 2 eixos,Passeio,"3153,00",Volume_de_Tráfego_por_Praça_-_Concessionárias_2021.csv
CONCEBRA,01/02/2021,Crescente,P3 PROF JAMIL,N/I,Veículo Passeio 3 eixos,Passeio,"78,00",Volume_de_Tráfego_por_Praça_-_Concessionárias_2021.csv
CONCEBRA,01/02/2021,Crescente,P3 PROF JAMIL,N/I,Veículo Passeio 3 eixos,Passeio,"41,00",Volume_de_Tráfego_por_Praça_-_Concessionárias_2021.csv
CONCEBRA,01/02/2021,Crescente,P3 PROF JAMIL,N/I,Veículo Passeio 3 eixos,Passeio,"68,00",Volume_de_Tráfego_por_Praça_-_Concessionárias_2021.csv
CONCEBRA,01/02/2021,Crescente,P3 PROF JAMIL,N/I,Veículo Passeio 3 eixos,Passeio,"67,00",Volume_de_Tráfego_por_Praça_-_Concessionárias_2021.csv
CONCEBRA,01/02/2021,Crescente,P3 PROF JAMIL,N/I,Veículo Passeio 3 eixos,Passeio,"68,00",Volume_de_Tráfego_por_Praça_-_Concessionárias_2021.csv
CONCEBRA,01/02/2021,Crescente,P3 PROF JAMIL,N/I,Veículo Passeio 4 eixos,Passeio,"11,00",Volume_de_Tráfego_por_Praça_-_Concessionárias_2021.csv
CONCEBRA,01/02/2021,Crescente,P3 PROF JAMIL,N/I,Veículo Passeio 4 eixos,Passeio,"3,00",Volume_de_Tráfego_por_Praça_-_Concessionárias_2021.csv
CONCEBRA,01/02/2021,Crescente,P3 PROF JAMIL,N/I,Veículo Passeio 4 eixos,Passeio,"9,00",Volume_de_Tráfego_por_Praça_-_Concessionárias_2021.csv
CONCEBRA,01/02/2021,Crescente,P3 PROF JAMIL,N/I,Veículo Passeio 4 eixos,Passeio,"3,00",Volume_de_Tráfego_por_Praça_-_Concessionárias_2021.csv
CONCEBRA,01/02/2021,Crescente,P3 PROF JAMIL,N/I,Veículo Passeio 4 eixos,Passeio,"7,00",Volume_de_Tráfego_por_Praça_-_Concessionárias_2021.csv
CONCEBRA,01/02/2021,Crescente,P3 PROF JAMIL,N/I,Veículo Passeio 4 eixos,Passeio,"7,00",Volume_de_Tráfego_por_Praça_-_Concessionárias_2021.csv
CONCEBRA,01/02/2021,Crescente,P3 PROF JAMIL,N/I,Veículo Passeio 4 eixos,Passeio,"9,00",Volume_de_Tráfego_por_Praça_-_Concessionárias_2021.csv
CONCEBRA,01/02/2021,Crescente,P3 PROF JAMIL,N/I,Veículo Passeio 4 eixos,Passeio,"7,00",Volume_de_Tráfego_por_Praça_-_Concessionárias_2021.csv
CONCEBRA,01/02/2021,Crescente,P3 PROF JAMIL,N/I,Veículo Passeio 4 eixos,Passeio,"7,00",Volume_de_Tráfego_por_Praça_-_Concessionárias_2021.csv
CONCEBRA,01/02/2021,Crescente,P3 PROF JAMIL,N/I,Veículo Passeio 4 eixos,Passeio,"9,00",Volume_de_Tráfego_por_Praça_-_Concessionárias_2021.csv
CONCEBRA,01/02/2021,Crescente,P3 PROF JAMIL,N/I,Veículo Passeio 4 eixos,Passeio,"7,00",Volume_de_Tráfego_por_Praça_-_Concessionárias_2021.csv
CONCEBRA,01/02/2021,Crescente,P3 PROF JAMIL,N/I,Veículo Passeio 4 eixos,Passeio,"4,00",Volume_de_Tráfego_por_Praça_-_Concessionárias_2021.csv
CONCEBRA,01/02/2021,Crescente,P3 PROF JAMIL,N/I,Veículo Passeio 4 eixos,Passeio,"11,00",Volume_de_Tráfego_por_Praça_-_Concessionárias_2021.csv
CONCEBRA,01/02/2021,Crescente,P3 PROF JAMIL,N/I,Veículo Passeio 4 eixos,Passeio,"3,00",Volume_de_Tráfego_por_Praça_-_Concessionárias_2021.csv
CONCEBRA,01/02/2021,Crescente,P3 PROF JAMIL,N/I,Veículo Passeio 4 eixos,Passeio,"10,00",Volume_de_Tráfego_por_Praça_-_Concessionárias_2021.csv
CONCEBRA,01/02/2021,Crescente,P3 PROF JAMIL,N/I,Veículo Passeio 4 eixos,Passeio,"9,00",Volume_de_Tráfego_por_Praça_-_Concessionárias_2021.csv
CONCEBRA,01/02/2021,Crescente,P3 PROF JAMIL,N/I,Veículo Passeio 4 eixos,Passeio,"10,00",Volume_de_Tráfego_por_Praça_-_Concessionárias_2021.csv
CONCEBRA,01/02/2021,Crescente,P3 PROF JAMIL,N/I,Veículo Passeio 4 eixos,Passeio,"9,00",Volume_de_Tráfego_por_Praça_-_Concessionárias_2021.csv
CONCEBRA,01/02/2021,Crescente,P3 PROF JAMIL,N/I,Veículo Passeio 4 eixos,Passeio,"3,00",Volume_de_Tráfego_por_Praça_-_Concessionárias_2021.csv
CONCEBRA,01/02/2021,Crescente,P4 ITUMBIARA,N/I,Moto,Moto,"47,00",Volume_de_Tráfego_por_Praça_-_Concessionárias_2021.csv
CONCEBRA,01/02/2021,Crescente,P4 ITUMBIARA,N/I,Moto,Moto,"61,00",Volume_de_Tráfego_por_Praça_-_Concessionárias_2021.csv
CONCEBRA,01/02/2021,Crescente,P4 ITUMBIARA,N/I,Moto,Moto,"52,00",Volume_de_Tráfego_por_Praça_-_Concessionárias_2021.csv
CONCEBRA,01/02/2021,Crescente,P4 ITUMBIARA,N/I,Moto,Moto,"50,00",Volume_de_Tráfego_por_Praça_-_Concessionárias_2021.csv
CONCEBRA,01/02/2021,Crescente,P4 ITUMBIARA,N/I,Moto,Moto,"41,00",Volume_de_Tráfego_por_Praça_-_Concessionárias_2021.csv
CONCEBRA,01/02/2021,Crescente,P4 ITUMBIARA,N/I,Moto,Moto,"57,00",Volume_de_Tráfego_por_Praça_-_Concessionárias_2021.csv
CONCEBRA,01/02/2021,Crescente,P4 ITUMBIARA,N/I,Moto,Moto,"47,00",Volume_de_Tráfego_por_Praça_-_Concessionárias_2021.csv
CONCEBRA,01/02/2021,Crescente,P4 ITUMBIARA,N/I,Moto,Moto,"51,00",Volume_de_Tráfego_por_Praça_-_Concessionárias_2021.csv
CONCEBRA,01/02/2021,Crescente,P4 ITUMBIARA,N/I,Moto,Moto,"54,00",Volume_de_Tráfego_por_Praça_-_Concessionárias_2021.csv
CONCEBRA,01/02/2021,Crescente,P4 ITUMBIARA,N/I,Moto,Moto,"47,00",Volume_de_Tráfego_por_Praça_-_Concessionárias_2021.csv
CONCEBRA,01/02/2021,Crescente,P4 ITUMBIARA,N/I,Veículo Comercial 2 eixos,Comercial,"514,00",Volume_de_Tráfego_por_Praça_-_Concessionárias_2021.csv
CONCEBRA,01/02/2021,Crescente,P4 ITUMBIARA,N/I,Veículo Comercial 2 eixos,Comercial,"507,00",Volume_de_Tráfego_por_Praça_-_Concessionárias_2021.csv
CONCEBRA,01/02/2021,Crescente,P4 ITUMBIARA,N/I,Veículo Comercial 3 eixos,Comercial,"366,00",Volume_de_Tráfego_por_Praça_-_Concessionárias_2021.csv
CONCEBRA,01/02/2021,Crescente,P4 ITUMBIARA,N/I,Veículo Comercial 3 eixos,Comercial,"496,00",Volume_de_Tráfego_por_Praça_-_Concessionárias_2021.csv
CONCEBRA,01/02/2021,Crescente,P4 ITUMBIARA,N/I,Veículo Comercial 4 eixos,Comercial,"512,00",Volume_de_Tráfego_por_Praça_-_Concessionárias_2021.csv
CONCEBRA,01/02/2021,Crescente,P4 ITUMBIARA,N/I,Veículo Comercial 4 eixos,Comercial,"534,00",Volume_de_Tráfego_por_Praça_-_Concessionárias_2021.csv
CONCEBRA,01/02/2021,Crescente,P4 ITUMBIARA,N/I,Veículo Comercial 5 eixos,Comercial,"266,00",Volume_de_Tráfego_por_Praça_-_Concessionárias_2021.csv
CONCEBRA,01/02/2021,Crescente,P4 ITUMBIARA,N/I,Veículo Comercial 5 eixos,Comercial,"278,00",Volume_de_Tráfego_por_Praça_-_Concessionárias_2021.csv
CONCEBRA,01/02/2021,Crescente,P4 ITUMBIARA,N/I,Veículo Comercial 5 eixos,Comercial,"266,00",Volume_de_Tráfego_por_Praça_-_Concessionárias_2021.csv
CONCEBRA,01/02/2021,Crescente,P4 ITUMBIARA,N/I,Veículo Comercial 7 eixos,Comercial,"177,00",Volume_de_Tráfego_por_Praça_-_Concessionárias_2021.csv
CONCEBRA,01/02/2021,Crescente,P4 ITUMBIARA,N/I,Veículo Comercial 7 eixos,Comercial,"180,00",Volume_de_Tráfego_por_Praça_-_Concessionárias_2021.csv
CONCEBRA,01/02/2021,Crescente,P4 ITUMBIARA,N/I,Veículo Comercial 8 eixos,Comercial,"9,00",Volume_de_Tráfego_por_Praça_-_Concessionárias_2021.csv
CONCEBRA,01/02/2021,Crescente,P4 ITUMBIARA,N/I,Veículo Comercial 8 eixos,Comercial,"9,00",Volume_de_Tráfego_por_Praça_-_Concessionárias_2021.csv
CONCEBRA,01/02/2021,Crescente,P4 ITUMBIARA,N/I,Veículo Comercial 8 eixos,Comercial,"3,00",Volume_de_Tráfego_por_Praça_-_Concessionárias_2021.csv
CONCEBRA,01/02/2021,Crescente,P4 ITUMBIARA,N/I,Veículo Comercial 8 eixos,Comercial,"7,00",Volume_de_Tráfego_por_Praça_-_Concessionárias_2021.csv
CONCEBRA,01/02/2021,Crescente,P4 ITUMBIARA,N/I,Veículo Comercial 8 eixos,Comercial,"3,00",Volume_de_Tráfego_por_Praça_-_Concessionárias_2021.csv
CONCEBRA,01/02/2021,Crescente,P4 ITUMBIARA,N/I,Veículo Comercial 8 eixos,Comercial,"11,00",Volume_de_Tráfego_por_Praça_-_Concessionárias_2021.csv
CONCEBRA,01/02/2021,Crescente,P4 ITUMBIARA,N/I,Veículo Comercial 8 eixos,Comercial,"3,00",Volume_de_Tráfego_por_Praça_-_Concessionárias_2021.csv
CONCEBRA,01/02/2021,Crescente,P4 ITUMBIARA,N/I,Veículo Comercial 8 eixos,Comercial,"6,00",Volume_de_Tráfego_por_Praça_-_Concessionárias_2021.csv
CONCEBRA,01/02/2021,Crescente,P4 ITUMBIARA,N/I,Veículo Comercial 8 eixos,Comercial,"7,00",Volume_de_Tráfego_por_Praça_-_Concessionárias_2021.csv
CONCEBRA,01/02/2021,Crescente,P4 ITUMBIARA,N/I,Veículo Comercial 8 eixos,Comercial,"4,00",Volume_de_Tráfego_por_Praça_-_Concessionárias_2021.csv
CONCEBRA,01/02/2021,Crescente,P4 ITUMBIARA,N/I,Veículo Comercial 8 eixos,Comercial,"9,00",Volume_de_Tráfego_por_Praça_-_Concessionárias_2021.csv
CONCEBRA,01/02/2021,Crescente,P4 ITUMBIARA,N/I,Veículo Comercial 8 eixos,Comercial,"7,00",Volume_de_Tráfego_por_Praça_-_Concessionárias_2021.csv
CONCEBRA,01/02/2021,Crescente,P4 ITUMBIARA,N/I,Veículo Comercial 8 eixos,Comercial,"5,00",Volume_de_Tráfego_por_Praça_-_Concessionárias_2021.csv
CONCEBRA,01/02/2021,Crescente,P4 ITUMBIARA,N/I,Veículo Comercial 8 eixos,Comercial,"6,00",Volume_de_Tráfego_por_Praça_-_Concessionárias_2021.csv
CONCEBRA,01/02/2021,Crescente,P4 ITUMBIARA,N/I,Veículo Comercial 8 eixos,Comercial,"10,00",Volume_de_Tráfego_por_Praça_-_Concessionárias_2021.csv
